ID,City,Date,Season,MatchNumber,Team1,Team2,Venue,TossWinner,TossDecision,SuperOver,WinningTeam,WonBy,Margin,method,Player_of_Match,Team1Players,Team2Players,Umpire1,Umpire2
1082602,Bangalore,14-04-2017,2017,12,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,4,NA,KA Pollard,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'KM Jadhav', 'P Negi', 'Mandeep Singh', 'STR Binny', 'TS Mills', 'S Aravind', 'YS Chahal', 'S Badree']","['PA Patel', 'JC Buttler', 'RG Sharma', 'MJ McClenaghan', 'N Rana', 'KA Pollard', 'KH Pandya', 'HH Pandya', 'Harbhajan Singh', 'JJ Bumrah', 'TG Southee']",KN Ananthapadmanabhan,AK Chaudhary
1082601,Kolkata,13-04-2017,2017,11,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,8,NA,SP Narine,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'CR Woakes', 'C de Grandhomme', 'PP Chawla', 'UT Yadav', 'TA Boult']","['HM Amla', 'M Vohra', 'MP Stoinis', 'GJ Maxwell', 'DA Miller', 'WP Saha', 'AR Patel', 'MM Sharma', 'VR Aaron', 'Sandeep Sharma', 'I Sharma']",A Deshmukh,NJ Llong
1082600,Mumbai,12-04-2017,2017,10,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,4,NA,JJ Bumrah,"['PA Patel', 'JC Buttler', 'RG Sharma', 'N Rana', 'KA Pollard', 'KH Pandya', 'HH Pandya', 'Harbhajan Singh', 'MJ McClenaghan', 'SL Malinga', 'JJ Bumrah']","['S Dhawan', 'DA Warner', 'DJ Hooda', 'Yuvraj Singh', 'BCJ Cutting', 'NV Ojha', 'V Shankar', 'Rashid Khan', 'B Kumar', 'A Nehra', 'Mustafizur Rahman']",Nitin Menon,CK Nandan
1082599,Pune,11-04-2017,2017,9,Rising Pune Supergiant,Delhi Daredevils,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,N,Delhi Daredevils,Runs,97,NA,SV Samson,"['AM Rahane', 'MA Agarwal', 'F du Plessis', 'RA Tripathi', 'BA Stokes', 'MS Dhoni', 'R Bhatia', 'DL Chahar', 'A Zampa', 'AB Dinda', 'Imran Tahir']","['AP Tare', 'SW Billings', 'SV Samson', 'RR Pant', 'CJ Anderson', 'CH Morris', 'KK Nair', 'PJ Cummins', 'A Mishra', 'Z Khan', 'S Nadeem']",AY Dandekar,S Ravi
1082598,Indore,10-04-2017,2017,8,Kings XI Punjab,Royal Challengers Bangalore,Holkar Cricket Stadium,Royal Challengers Bangalore,bat,N,Kings XI Punjab,Wickets,8,NA,AR Patel,"['M Vohra', 'HM Amla', 'AR Patel', 'GJ Maxwell', 'WP Saha', 'DA Miller', 'MP Stoinis', 'MM Sharma', 'Sandeep Sharma', 'VR Aaron', 'T Natarajan']","['SR Watson', 'Vishnu Vinod', 'AB de Villiers', 'KM Jadhav', 'Mandeep Singh', 'STR Binny', 'P Negi', 'Iqbal Abdulla', 'TS Mills', 'B Stanlake', 'YS Chahal']",AK Chaudhary,C Shamshuddin
1082597,Mumbai,09-04-2017,2017,7,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,4,NA,N Rana,"['PA Patel', 'JC Buttler', 'N Rana', 'RG Sharma', 'KH Pandya', 'KA Pollard', 'HH Pandya', 'Harbhajan Singh', 'MJ McClenaghan', 'SL Malinga', 'JJ Bumrah']","['G Gambhir', 'CA Lynn', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'CR Woakes', 'SP Narine', 'Kuldeep Yadav', 'AS Rajpoot', 'TA Boult']",Nitin Menon,CK Nandan
1082596,Hyderabad,09-04-2017,2017,6,Sunrisers Hyderabad,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,9,NA,Rashid Khan,"['DA Warner', 'S Dhawan', 'MC Henriques', 'Yuvraj Singh', 'DJ Hooda', 'BCJ Cutting', 'NV Ojha', 'Bipul Sharma', 'B Kumar', 'A Nehra', 'Rashid Khan']","['JJ Roy', 'BB McCullum', 'SK Raina', 'AJ Finch', 'KD Karthik', 'DR Smith', 'DS Kulkarni', 'P Kumar', 'Basil Thampi', 'Tejas Baroka', 'S Kaushik']",A Deshmukh,NJ Llong
1082595,Bengaluru,08-04-2017,2017,5,Royal Challengers Bangalore,Delhi Daredevils,M.Chinnaswamy Stadium,Royal Challengers Bangalore,bat,N,Royal Challengers Bangalore,Runs,15,NA,KM Jadhav,"['CH Gayle', 'SR Watson', 'Mandeep Singh', 'KM Jadhav', 'STR Binny', 'Vishnu Vinod', 'P Negi', 'Iqbal Abdulla', 'TS Mills', 'YS Chahal', 'B Stanlake']","['AP Tare', 'SW Billings', 'KK Nair', 'SV Samson', 'RR Pant', 'CH Morris', 'CR Brathwaite', 'PJ Cummins', 'A Mishra', 'S Nadeem', 'Z Khan']",S Ravi,VK Sharma
1082594,Indore,08-04-2017,2017,4,Kings XI Punjab,Rising Pune Supergiant,Holkar Cricket Stadium,Kings XI Punjab,field,N,Kings XI Punjab,Wickets,6,NA,GJ Maxwell,"['HM Amla', 'M Vohra', 'WP Saha', 'AR Patel', 'GJ Maxwell', 'DA Miller', 'MP Stoinis', 'Swapnil Singh', 'MM Sharma', 'Sandeep Sharma', 'T Natarajan']","['AM Rahane', 'MA Agarwal', 'SPD Smith', 'BA Stokes', 'MS Dhoni', 'MK Tiwary', 'DT Christian', 'R Bhatia', 'RD Chahar', 'Imran Tahir', 'AB Dinda']",AK Chaudhary,C Shamshuddin
1082593,Rajkot,07-04-2017,2017,3,Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,10,NA,CA Lynn,"['JJ Roy', 'BB McCullum', 'SK Raina', 'AJ Finch', 'KD Karthik', 'DR Smith', 'MS Gony', 'P Kumar', 'SB Jakati', 'DS Kulkarni', 'S Kaushik']","['G Gambhir', 'CA Lynn', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'CR Woakes', 'PP Chawla', 'Kuldeep Yadav', 'SP Narine', 'TA Boult']",Nitin Menon,CK Nandan
1082592,Pune,06-04-2017,2017,2,Rising Pune Supergiant,Mumbai Indians,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,N,Rising Pune Supergiant,Wickets,7,NA,SPD Smith,"['AM Rahane', 'MA Agarwal', 'SPD Smith', 'BA Stokes', 'MS Dhoni', 'MK Tiwary', 'R Bhatia', 'DL Chahar', 'A Zampa', 'AB Dinda', 'Imran Tahir']","['PA Patel', 'JC Buttler', 'RG Sharma', 'N Rana', 'AT Rayudu', 'KH Pandya', 'KA Pollard', 'HH Pandya', 'TG Southee', 'MJ McClenaghan', 'JJ Bumrah']",A Nand Kishore,S Ravi
1082591,Hyderabad,05-04-2017,2017,1,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,field,N,Sunrisers Hyderabad,Runs,35,NA,Yuvraj Singh,"['DA Warner', 'S Dhawan', 'MC Henriques', 'Yuvraj Singh', 'DJ Hooda', 'BCJ Cutting', 'NV Ojha', 'Bipul Sharma', 'B Kumar', 'A Nehra', 'Rashid Khan']","['CH Gayle', 'Mandeep Singh', 'TM Head', 'KM Jadhav', 'SR Watson', 'Sachin Baby', 'STR Binny', 'S Aravind', 'TS Mills', 'YS Chahal', 'A Choudhary']",AY Dandekar,NJ Llong
981019,Bangalore,29-05-2016,2016,Final,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Sunrisers Hyderabad,bat,N,Sunrisers Hyderabad,Runs,8,NA,BCJ Cutting,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'KL Rahul', 'SR Watson', 'Sachin Baby', 'STR Binny', 'CJ Jordan', 'Iqbal Abdulla', 'S Aravind', 'YS Chahal']","['DA Warner', 'S Dhawan', 'MC Henriques', 'Yuvraj Singh', 'DJ Hooda', 'BCJ Cutting', 'NV Ojha', 'Bipul Sharma', 'B Kumar', 'BB Sran', 'Mustafizur Rahman']",HDPK Dharmasena,BNJ Oxenford
981017,Delhi,27-05-2016,2016,Qualifier 2,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,4,NA,DA Warner,"['ER Dwivedi', 'BB McCullum', 'SK Raina', 'KD Karthik', 'AJ Finch', 'DR Smith', 'RA Jadeja', 'DJ Bravo', 'DS Kulkarni', 'P Kumar', 'S Kaushik']","['DA Warner', 'S Dhawan', 'MC Henriques', 'Yuvraj Singh', 'DJ Hooda', 'BCJ Cutting', 'NV Ojha', 'Bipul Sharma', 'B Kumar', 'BB Sran', 'TA Boult']",M Erasmus,CK Nandan
981015,Delhi,25-05-2016,2016,Elimination Final,Sunrisers Hyderabad,Kolkata Knight Riders,Feroz Shah Kotla,Kolkata Knight Riders,field,N,Sunrisers Hyderabad,Runs,22,NA,MC Henriques,"['DA Warner', 'S Dhawan', 'MC Henriques', 'Yuvraj Singh', 'DJ Hooda', 'BCJ Cutting', 'NV Ojha', 'B Kumar', 'Bipul Sharma', 'BB Sran', 'Mustafizur Rahman']","['RV Uthappa', 'G Gambhir', 'C Munro', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'R Sathish', 'JO Holder', 'SP Narine', 'M Morkel', 'Kuldeep Yadav']",M Erasmus,C Shamshuddin
981013,Bangalore,24-05-2016,2016,Qualifier 1,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,4,NA,AB de Villiers,"['AJ Finch', 'BB McCullum', 'SK Raina', 'KD Karthik', 'DR Smith', 'RA Jadeja', 'DJ Bravo', 'ER Dwivedi', 'P Kumar', 'DS Kulkarni', 'SB Jakati']","['CH Gayle', 'V Kohli', 'AB de Villiers', 'KL Rahul', 'SR Watson', 'Sachin Baby', 'STR Binny', 'Iqbal Abdulla', 'CJ Jordan', 'S Aravind', 'YS Chahal']",AK Chaudhary,HDPK Dharmasena
981011,Raipur,22-05-2016,2016,56,Delhi Daredevils,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,6,NA,V Kohli,"['Q de Kock', 'RR Pant', 'KK Nair', 'SV Samson', 'SW Billings', 'P Negi', 'CR Brathwaite', 'CH Morris', 'J Yadav', 'A Mishra', 'Z Khan']","['CH Gayle', 'V Kohli', 'AB de Villiers', 'KL Rahul', 'SR Watson', 'STR Binny', 'Sachin Baby', 'CJ Jordan', 'Iqbal Abdulla', 'S Aravind', 'YS Chahal']",A Nand Kishore,BNJ Oxenford
981009,Kolkata,22-05-2016,2016,55,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,N,Kolkata Knight Riders,Runs,22,NA,YK Pathan,"['RV Uthappa', 'G Gambhir', 'C Munro', 'MK Pandey', 'YK Pathan', 'JO Holder', 'Shakib Al Hasan', 'SA Yadav', 'AS Rajpoot', 'SP Narine', 'Kuldeep Yadav']","['S Dhawan', 'DA Warner', 'NV Ojha', 'Yuvraj Singh', 'KS Williamson', 'DJ Hooda', 'MC Henriques', 'KV Sharma', 'B Kumar', 'BB Sran', 'Mustafizur Rahman']",KN Ananthapadmanabhan,M Erasmus
981007,Kanpur,21-05-2016,2016,54,Gujarat Lions,Mumbai Indians,Green Park,Gujarat Lions,field,N,Gujarat Lions,Wickets,6,NA,SK Raina,"['AJ Finch', 'BB McCullum', 'SK Raina', 'KD Karthik', 'DR Smith', 'RA Jadeja', 'DJ Bravo', 'ER Dwivedi', 'SB Jakati', 'P Kumar', 'DS Kulkarni']","['RG Sharma', 'MJ Guptill', 'N Rana', 'KH Pandya', 'JC Buttler', 'KA Pollard', 'HH Pandya', 'Harbhajan Singh', 'R Vinay Kumar', 'MJ McClenaghan', 'JJ Bumrah']",AK Chaudhary,CK Nandan
981005,Visakhapatnam,21-05-2016,2016,53,Rising Pune Supergiants,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kings XI Punjab,bat,N,Rising Pune Supergiants,Wickets,4,NA,MS Dhoni,"['AM Rahane', 'UT Khawaja', 'GJ Bailey', 'SS Tiwary', 'MS Dhoni', 'IK Pathan', 'NLTC Perera', 'R Ashwin', 'A Zampa', 'AB Dinda', 'DL Chahar']","['HM Amla', 'M Vijay', 'WP Saha', 'Gurkeerat Singh', 'DA Miller', 'F Behardien', 'AR Patel', 'R Dhawan', 'KJ Abbott', 'MM Sharma', 'Sandeep Sharma']",HDPK Dharmasena,Nitin Menon
981003,Raipur,20-05-2016,2016,52,Delhi Daredevils,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,field,N,Delhi Daredevils,Wickets,6,NA,KK Nair,"['Q de Kock', 'RR Pant', 'KK Nair', 'JP Duminy', 'CR Brathwaite', 'SV Samson', 'P Negi', 'A Mishra', 'Z Khan', 'J Yadav', 'NM Coulter-Nile']","['DA Warner', 'S Dhawan', 'DJ Hooda', 'Yuvraj Singh', 'MC Henriques', 'EJG Morgan', 'NV Ojha', 'B Kumar', 'KV Sharma', 'Mustafizur Rahman', 'BB Sran']",A Nand Kishore,BNJ Oxenford
981001,Kanpur,19-05-2016,2016,51,Gujarat Lions,Kolkata Knight Riders,Green Park,Gujarat Lions,field,N,Gujarat Lions,Wickets,6,NA,DR Smith,"['DR Smith', 'BB McCullum', 'SK Raina', 'KD Karthik', 'AJ Finch', 'RA Jadeja', 'DJ Bravo', 'ER Dwivedi', 'P Kumar', 'SB Jakati', 'DS Kulkarni']","['RV Uthappa', 'G Gambhir', 'MK Pandey', 'PP Chawla', 'YK Pathan', 'Shakib Al Hasan', 'SA Yadav', 'JO Holder', 'SP Narine', 'M Morkel', 'AS Rajpoot']",AK Chaudhary,CK Nandan
980999,Bangalore,18-05-2016,2016,50,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,field,N,Royal Challengers Bangalore,Runs,82,D/L,V Kohli,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'KL Rahul', 'SR Watson', 'Sachin Baby', 'STR Binny', 'CJ Jordan', 'S Aravind', 'VR Aaron', 'YS Chahal']","['M Vijay', 'HM Amla', 'WP Saha', 'DA Miller', 'Gurkeerat Singh', 'AR Patel', 'F Behardien', 'KJ Abbott', 'MM Sharma', 'KC Cariappa', 'Sandeep Sharma']",KN Ananthapadmanabhan,M Erasmus
980997,Visakhapatnam,17-05-2016,2016,49,Rising Pune Supergiants,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,field,N,Rising Pune Supergiants,Runs,19,D/L,AB Dinda,"['AM Rahane', 'UT Khawaja', 'GJ Bailey', 'SS Tiwary', 'IK Pathan', 'MS Dhoni', 'NLTC Perera', 'R Ashwin', 'A Zampa', 'AB Dinda', 'DL Chahar']","['Q de Kock', 'SS Iyer', 'KK Nair', 'SV Samson', 'RR Pant', 'JP Duminy', 'CH Morris', 'NM Coulter-Nile', 'A Mishra', 'Z Khan', 'Mohammed Shami']",Nitin Menon,C Shamshuddin
980995,Kolkata,16-05-2016,2016,48,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,9,NA,V Kohli,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'AD Russell', 'SA Yadav', 'Shakib Al Hasan', 'PP Chawla', 'SP Narine', 'AS Rajpoot', 'M Morkel']","['CH Gayle', 'V Kohli', 'AB de Villiers', 'SR Watson', 'KL Rahul', 'Sachin Baby', 'STR Binny', 'CJ Jordan', 'S Aravind', 'Iqbal Abdulla', 'YS Chahal']",CB Gaffaney,A Nand Kishore
980991,Chandigarh,15-05-2016,2016,46,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,bat,N,Sunrisers Hyderabad,Wickets,7,NA,HM Amla,"['HM Amla', 'M Vijay', 'WP Saha', 'Gurkeerat Singh', 'DA Miller', 'GJ Maxwell', 'MP Stoinis', 'AR Patel', 'MM Sharma', 'Sandeep Sharma', 'Anureet Singh']","['DA Warner', 'S Dhawan', 'DJ Hooda', 'Yuvraj Singh', 'BCJ Cutting', 'MC Henriques', 'NV Ojha', 'KV Sharma', 'B Kumar', 'A Nehra', 'Mustafizur Rahman']",KN Ananthapadmanabhan,M Erasmus
980993,Visakhapatnam,15-05-2016,2016,47,Mumbai Indians,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,field,N,Mumbai Indians,Runs,80,NA,KH Pandya,"['RG Sharma', 'MJ Guptill', 'KH Pandya', 'KA Pollard', 'JC Buttler', 'AT Rayudu', 'N Rana', 'Harbhajan Singh', 'R Vinay Kumar', 'MJ McClenaghan', 'JJ Bumrah']","['MA Agarwal', 'Q de Kock', 'KK Nair', 'SV Samson', 'RR Pant', 'JP Duminy', 'CH Morris', 'A Mishra', 'S Nadeem', 'Imran Tahir', 'Z Khan']",Nitin Menon,CK Nandan
980987,Bangalore,14-05-2016,2016,44,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,Gujarat Lions,field,N,Royal Challengers Bangalore,Runs,144,NA,AB de Villiers,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'SR Watson', 'KL Rahul', 'Sachin Baby', 'STR Binny', 'CJ Jordan', 'S Aravind', 'VR Aaron', 'YS Chahal']","['DR Smith', 'BB McCullum', 'RA Jadeja', 'KD Karthik', 'AJ Finch', 'DJ Bravo', 'AD Nath', 'P Kumar', 'DS Kulkarni', 'PV Tambe', 'S Kaushik']",AY Dandekar,VK Sharma
980989,Kolkata,14-05-2016,2016,45,Kolkata Knight Riders,Rising Pune Supergiants,Eden Gardens,Rising Pune Supergiants,bat,N,Kolkata Knight Riders,Wickets,8,D/L,YK Pathan,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'Shakib Al Hasan', 'SA Yadav', 'AD Russell', 'PP Chawla', 'SP Narine', 'AS Rajpoot', 'M Morkel']","['AM Rahane', 'UT Khawaja', 'GJ Bailey', 'SS Tiwary', 'IK Pathan', 'MS Dhoni', 'NLTC Perera', 'R Ashwin', 'A Zampa', 'M Ashwin', 'AB Dinda']",A Nand Kishore,BNJ Oxenford
980985,Visakhapatnam,13-05-2016,2016,43,Mumbai Indians,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,bat,N,Kings XI Punjab,Wickets,7,NA,MP Stoinis,"['RG Sharma', 'UBT Chand', 'AT Rayudu', 'N Rana', 'JC Buttler', 'KA Pollard', 'KH Pandya', 'Harbhajan Singh', 'TG Southee', 'MJ McClenaghan', 'JJ Bumrah']","['M Vijay', 'HM Amla', 'WP Saha', 'GJ Maxwell', 'Gurkeerat Singh', 'DA Miller', 'MP Stoinis', 'AR Patel', 'MM Sharma', 'Sandeep Sharma', 'KC Cariappa']",HDPK Dharmasena,CK Nandan
980983,Hyderabad,12-05-2016,2016,42,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,field,N,Delhi Daredevils,Wickets,7,NA,CH Morris,"['DA Warner', 'S Dhawan', 'KS Williamson', 'Yuvraj Singh', 'MC Henriques', 'DJ Hooda', 'NV Ojha', 'B Kumar', 'BB Sran', 'A Nehra', 'Mustafizur Rahman']","['Q de Kock', 'MA Agarwal', 'KK Nair', 'SV Samson', 'RR Pant', 'JP Duminy', 'J Yadav', 'CH Morris', 'A Mishra', 'NM Coulter-Nile', 'Mohammed Shami']",K Bharatan,M Erasmus
980981,Bangalore,11-05-2016,2016,41,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,6,NA,KH Pandya,"['V Kohli', 'CH Gayle', 'AB de Villiers', 'KL Rahul', 'SR Watson', 'Sachin Baby', 'STR Binny', 'CJ Jordan', 'S Aravind', 'VR Aaron', 'YS Chahal']","['RG Sharma', 'PA Patel', 'AT Rayudu', 'N Rana', 'KA Pollard', 'JC Buttler', 'KH Pandya', 'Harbhajan Singh', 'TG Southee', 'MJ McClenaghan', 'JJ Bumrah']",AY Dandekar,C Shamshuddin
980979,Visakhapatnam,10-05-2016,2016,40,Rising Pune Supergiants,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,bat,N,Sunrisers Hyderabad,Runs,4,NA,A Zampa,"['AM Rahane', 'UT Khawaja', 'GJ Bailey', 'R Ashwin', 'SS Tiwary', 'MS Dhoni', 'NLTC Perera', 'R Bhatia', 'A Zampa', 'AB Dinda', 'RP Singh']","['DA Warner', 'S Dhawan', 'KS Williamson', 'Yuvraj Singh', 'MC Henriques', 'DJ Hooda', 'NV Ojha', 'B Kumar', 'BB Sran', 'A Nehra', 'Mustafizur Rahman']",CB Gaffaney,VK Sharma
980977,Chandigarh,09-05-2016,2016,39,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,field,N,Royal Challengers Bangalore,Runs,1,NA,SR Watson,"['HM Amla', 'M Vijay', 'WP Saha', 'DA Miller', 'MP Stoinis', 'F Behardien', 'AR Patel', 'MM Sharma', 'Anureet Singh', 'Sandeep Sharma', 'KC Cariappa']","['V Kohli', 'KL Rahul', 'AB de Villiers', 'SR Watson', 'Sachin Baby', 'TM Head', 'STR Binny', 'CJ Jordan', 'Iqbal Abdulla', 'VR Aaron', 'YS Chahal']",AK Chaudhary,HDPK Dharmasena
980975,Kolkata,08-05-2016,2016,38,Kolkata Knight Riders,Gujarat Lions,Eden Gardens,Gujarat Lions,field,N,Gujarat Lions,Wickets,5,NA,P Kumar,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'Shakib Al Hasan', 'YK Pathan', 'AD Russell', 'GB Hogg', 'PP Chawla', 'M Morkel', 'UT Yadav']","['DR Smith', 'BB McCullum', 'SK Raina', 'KD Karthik', 'AJ Finch', 'RA Jadeja', 'DJ Bravo', 'P Kumar', 'DS Kulkarni', 'S Kaushik', 'PV Tambe']",M Erasmus,RJ Tucker
980973,Visakhapatnam,08-05-2016,2016,37,Mumbai Indians,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,field,N,Sunrisers Hyderabad,Runs,85,NA,A Nehra,"['RG Sharma', 'PA Patel', 'AT Rayudu', 'KH Pandya', 'JC Buttler', 'KA Pollard', 'HH Pandya', 'Harbhajan Singh', 'TG Southee', 'MJ McClenaghan', 'JJ Bumrah']","['DA Warner', 'S Dhawan', 'KS Williamson', 'Yuvraj Singh', 'MC Henriques', 'DJ Hooda', 'NV Ojha', 'B Kumar', 'BB Sran', 'A Nehra', 'Mustafizur Rahman']",S Ravi,C Shamshuddin
980971,Chandigarh,07-05-2016,2016,36,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,field,N,Kings XI Punjab,Runs,9,NA,MP Stoinis,"['M Vijay', 'MP Stoinis', 'HM Amla', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'AR Patel', 'Gurkeerat Singh', 'MM Sharma', 'Sandeep Sharma', 'KC Cariappa']","['Q de Kock', 'SV Samson', 'KK Nair', 'SW Billings', 'CR Brathwaite', 'CH Morris', 'RR Pant', 'A Mishra', 'Mohammed Shami', 'Z Khan', 'S Nadeem']",HDPK Dharmasena,CK Nandan
980969,Bangalore,07-05-2016,2016,35,Royal Challengers Bangalore,Rising Pune Supergiants,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,7,NA,V Kohli,"['V Kohli', 'KL Rahul', 'AB de Villiers', 'SR Watson', 'TM Head', 'Sachin Baby', 'STR Binny', 'Parvez Rasool', 'CJ Jordan', 'VR Aaron', 'YS Chahal']","['AM Rahane', 'UT Khawaja', 'SS Tiwary', 'MS Dhoni', 'NLTC Perera', 'GJ Bailey', 'R Bhatia', 'R Ashwin', 'A Zampa', 'AB Dinda', 'RP Singh']",CB Gaffaney,BNJ Oxenford
980967,Hyderabad,06-05-2016,2016,34,Sunrisers Hyderabad,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,N,Sunrisers Hyderabad,Wickets,5,NA,B Kumar,"['DA Warner', 'S Dhawan', 'KS Williamson', 'MC Henriques', 'Yuvraj Singh', 'DJ Hooda', 'NV Ojha', 'B Kumar', 'BB Sran', 'A Nehra', 'Mustafizur Rahman']","['DR Smith', 'BB McCullum', 'SK Raina', 'KD Karthik', 'AJ Finch', 'DJ Bravo', 'RA Jadeja', 'P Kumar', 'PJ Sangwan', 'DS Kulkarni', 'S Kaushik']",M Erasmus,S Ravi
980965,Delhi,05-05-2016,2016,33,Delhi Daredevils,Rising Pune Supergiants,Feroz Shah Kotla,Rising Pune Supergiants,field,N,Rising Pune Supergiants,Wickets,7,NA,AM Rahane,"['RR Pant', 'SV Samson', 'KK Nair', 'JP Duminy', 'SW Billings', 'CR Brathwaite', 'P Negi', 'J Yadav', 'Mohammed Shami', 'A Mishra', 'Imran Tahir']","['AM Rahane', 'UT Khawaja', 'SS Tiwary', 'MS Dhoni', 'NLTC Perera', 'GJ Bailey', 'R Bhatia', 'SM Boland', 'R Ashwin', 'AB Dinda', 'M Ashwin']",C Shamshuddin,RJ Tucker
980963,Kolkata,04-05-2016,2016,32,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kings XI Punjab,field,N,Kolkata Knight Riders,Runs,7,NA,AD Russell,"['RV Uthappa', 'G Gambhir', 'YK Pathan', 'AD Russell', 'MK Pandey', 'SA Yadav', 'Shakib Al Hasan', 'GB Hogg', 'PP Chawla', 'M Morkel', 'UT Yadav']","['M Vijay', 'MP Stoinis', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'Gurkeerat Singh', 'AR Patel', 'Swapnil Singh', 'MM Sharma', 'Sandeep Sharma']",AK Chaudhary,HDPK Dharmasena
980961,Rajkot,03-05-2016,2016,31,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,Delhi Daredevils,field,N,Delhi Daredevils,Wickets,8,NA,RR Pant,"['DR Smith', 'BB McCullum', 'AJ Finch', 'SK Raina', 'KD Karthik', 'RA Jadeja', 'JP Faulkner', 'Ishan Kishan', 'P Kumar', 'DS Kulkarni', 'S Kaushik']","['Q de Kock', 'RR Pant', 'SV Samson', 'JP Duminy', 'KK Nair', 'SW Billings', 'CH Morris', 'A Mishra', 'Mohammed Shami', 'Z Khan', 'S Nadeem']",CB Gaffaney,BNJ Oxenford
